Date,Year,Month,Day,City,State,Latitude,Longitude,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Rainfall,Pressure,Vehicle_Count,Industrial_Index,Population_Density,Construction_Activity,Festival_Season,Crop_Burning_Impact,Traffic_Level,Future_AQI,AQI_Trend
2023-03-01,2023,3,1,Delhi,Delhi,28.6139,77.209,255,Poor,158,238,62,26,8,54,29,50,16,6,1012,40500,9,11700,8,No,High,High,262,Increasing
2023-03-20,2023,3,20,Pune,Maharashtra,18.5204,73.8567,118,Moderate,52,96,31,13,3,58,27,62,13,28,1013,26000,6,11900,6,No,Low,Medium,115,Decreasing
2023-04-01,2023,4,1,Delhi,Delhi,28.6139,77.209,215,Poor,128,198,56,24,7.2,58,36,38,17,5,1009,40200,9,11700,8,No,High,High,222,Increasing
2023-04-15,2023,4,15,Kolkata,West Bengal,22.5726,88.3639,155,Moderate,72,120,40,19,4.5,52,29,66,14,42,1011,27800,7,15100,6,No,Low,High,152,Decreasing
2023-05-01,2023,5,1,Delhi,Delhi,28.6139,77.209,188,Moderate,102,168,50,22,6.5,62,40,36,19,12,1008,39800,9,11700,8,No,High,High,185,Decreasing
2023-05-20,2023,5,20,Lucknow,Uttar Pradesh,26.8467,80.9462,162,Moderate,76,125,40,19,5,54,34,65,13,28,1010,29000,7,9400,7,No,Medium,High,158,Decreasing
2023-06-01,2023,6,1,Delhi,Delhi,28.6139,77.209,172,Moderate,85,148,45,20,6,64,42,46,24,85,1006,39500,9,11700,8,No,High,High,168,Decreasing
2023-06-15,2023,6,15,Jaipur,Rajasthan,26.9124,75.7873,138,Moderate,60,108,33,14,3.5,58,35,50,19,32,1009,24500,6,8700,6,No,Low,Medium,135,Decreasing
2023-07-01,2023,7,1,Delhi,Delhi,28.6139,77.209,152,Moderate,70,132,40,18,5.5,60,37,64,18,205,1005,39200,9,11700,8,No,High,High,148,Decreasing
2023-07-20,2023,7,20,Chennai,Tamil Nadu,13.0827,80.2707,105,Satisfactory,44,78,24,11,2.4,62,34,72,16,125,1009,24200,6,16300,5,No,Low,Medium,102,Decreasing
2023-08-01,2023,8,1,Delhi,Delhi,28.6139,77.209,158,Moderate,74,138,42,19,5.8,58,35,60,15,138,1007,39800,9,11700,8,No,High,High,155,Decreasing
2023-08-15,2023,8,15,Bengaluru,Karnataka,12.9716,77.5946,85,Satisfactory,36,66,20,10,2.1,64,26,70,13,112,1012,21200,5,10400,5,No,Low,Medium,82,Decreasing
2023-09-01,2023,9,1,Delhi,Delhi,28.6139,77.209,182,Moderate,95,158,48,21,6.2,56,33,52,14,62,1009,40200,9,11700,8,No,High,High,188,Increasing
2023-09-15,2023,9,15,Mumbai,Maharashtra,19.076,72.8777,132,Moderate,56,105,34,14,3.4,56,30,68,15,78,1010,30500,7,22200,7,No,Low,High,130,Stable
2023-10-01,2023,10,1,Delhi,Delhi,28.6139,77.209,242,Poor,148,225,58,25,7.8,50,30,50,12,2,1011,40800,9,11700,8,Yes,High,High,250,Increasing
2023-10-10,2023,10,10,Gurugram,Haryana,28.4595,77.0266,258,Poor,158,238,62,27,8,46,29,54,11,0,1010,37200,9,10300,8,Yes,High,High,265,Increasing
2023-10-20,2023,10,20,Noida,Uttar Pradesh,28.5355,77.391,252,Poor,155,232,60,26,7.8,48,30,56,10,0,1011,38500,8,10900,8,Yes,High,High,258,Increasing
2023-11-01,2023,11,1,Delhi,Delhi,28.6139,77.209,345,Very Poor,225,325,76,34,10.2,40,22,66,9,0,1012,41800,10,11700,9,Yes,High,High,355,Increasing
2023-11-10,2023,11,10,Faridabad,Haryana,28.4089,77.3178,348,Very Poor,228,330,78,35,10.4,38,21,68,8,0,1011,37200,9,10100,9,Yes,High,High,355,Increasing
2023-11-20,2023,11,20,Chandigarh,Chandigarh,30.7333,76.7794,215,Poor,128,202,48,21,6.2,44,19,60,9,0,1013,27200,6,9400,7,Yes,Medium,High,222,Increasing
2023-12-01,2023,12,1,Delhi,Delhi,28.6139,77.209,395,Severe,268,372,88,40,12.8,32,15,74,8,0,1013,42000,10,11700,9,No,High,High,405,Increasing
2023-12-15,2023,12,15,Pune,Maharashtra,18.5204,73.8567,125,Moderate,55,100,32,13,3.2,56,26,60,12,15,1014,26200,6,12000,6,No,Low,Medium,122,Decreasing
2024-01-05,2024,1,5,Delhi,Delhi,28.6139,77.209,372,Very Poor,242,340,82,37,11,36,17,72,12,0,1012,41000,9,11800,8,No,High,High,380,Increasing
2024-01-15,2024,1,15,Kolkata,West Bengal,22.5726,88.3639,165,Moderate,78,128,42,20,4.8,48,24,70,11,22,1014,28000,7,15200,6,No,Low,High,162,Decreasing
2024-02-01,2024,2,1,Delhi,Delhi,28.6139,77.209,318,Very Poor,198,290,66,28,9,48,21,64,15,3,1014,40800,9,11800,8,No,High,High,325,Increasing
2024-02-15,2024,2,15,Amritsar,Punjab,31.634,74.8726,192,Moderate,102,168,46,21,5.8,46,20,62,10,8,1013,28500,7,8100,7,No,High,High,195,Increasing
2024-03-01,2024,3,1,Delhi,Delhi,28.6139,77.209,248,Poor,152,232,60,25,7.8,56,30,48,17,7,1012,40800,9,11800,8,No,High,High,255,Increasing
2024-03-20,2024,3,20,Lucknow,Uttar Pradesh,26.8467,80.9462,158,Moderate,74,122,40,18,4.8,54,32,64,14,25,1011,29200,7,9500,7,No,Medium,High,155,Decreasing
2024-04-01,2024,4,1,Delhi,Delhi,28.6139,77.209,212,Poor,125,195,55,23,7,60,37,38,18,4,1009,40500,9,11800,8,No,High,High,218,Increasing
2024-04-15,2024,4,15,Bengaluru,Karnataka,12.9716,77.5946,88,Satisfactory,38,68,21,10,2.1,64,28,58,13,32,1012,21500,5,10500,5,No,Low,Medium,85,Decreasing
2024-05-01,2024,5,1,Delhi,Delhi,28.6139,77.209,185,Moderate,98,162,48,21,6.4,64,42,35,20,5,1008,40200,9,11800,8,No,High,High,182,Decreasing
2024-05-20,2024,5,20,Mumbai,Maharashtra,19.076,72.8777,138,Moderate,60,108,34,15,3.4,58,32,66,16,42,1010,30800,7,22300,7,No,Low,High,135,Decreasing
2024-06-01,2024,6,1,Delhi,Delhi,28.6139,77.209,168,Moderate,82,145,44,20,5.9,66,44,44,26,95,1006,39800,9,11800,8,No,High,High,165,Decreasing
2024-06-15,2024,6,15,Jaipur,Rajasthan,26.9124,75.7873,135,Moderate,58,105,32,14,3.4,60,36,48,20,38,1009,24800,6,8800,6,No,Low,Medium,132,Decreasing
2024-07-01,2024,7,1,Delhi,Delhi,28.6139,77.209,148,Moderate,68,128,40,18,5.5,62,38,62,20,225,1005,39500,9,11800,8,No,High,High,145,Decreasing
2024-07-20,2024,7,20,Chennai,Tamil Nadu,13.0827,80.2707,102,Satisfactory,44,78,24,11,2.4,64,35,76,18,175,1009,24500,6,16400,5,No,Low,Medium,100,Decreasing
2024-08-01,2024,8,1,Delhi,Delhi,28.6139,77.209,155,Moderate,72,135,42,19,5.6,60,36,58,16,155,1007,40200,9,11800,8,No,High,High,152,Decreasing
2024-08-15,2024,8,15,Pune,Maharashtra,18.5204,73.8567,112,Moderate,48,90,30,13,3,60,29,72,14,85,1010,26500,6,12100,6,No,Low,Medium,110,Decreasing
2024-09-01,2024,9,1,Delhi,Delhi,28.6139,77.209,178,Moderate,92,155,48,21,6,58,34,50,15,75,1009,40500,9,11800,8,No,High,High,185,Increasing
2024-09-15,2024,9,15,Gurugram,Haryana,28.4595,77.0266,185,Moderate,95,158,50,22,6.2,55,32,52,13,0,1010,37500,9,10400,8,No,High,High,190,Increasing
2024-10-01,2024,10,1,Delhi,Delhi,28.6139,77.209,238,Poor,145,222,58,24,7.5,52,31,48,13,5,1011,41200,9,11800,8,Yes,High,High,245,Increasing
2024-10-10,2024,10,10,Noida,Uttar Pradesh,28.5355,77.391,245,Poor,150,228,59,25,7.6,50,32,54,11,0,1011,38800,8,11000,8,Yes,High,High,252,Increasing
2024-10-20,2024,10,20,Faridabad,Haryana,28.4089,77.3178,248,Poor,152,232,60,26,7.8,49,31,55,10,0,1011,37500,9,10200,8,Yes,High,High,255,Increasing
2024-11-01,2024,11,1,Delhi,Delhi,28.6139,77.209,338,Very Poor,218,315,74,33,9.8,42,23,64,10,0,1012,42500,10,11800,9,Yes,High,High,348,Increasing
2024-11-10,2024,11,10,Chandigarh,Chandigarh,30.7333,76.7794,210,Poor,125,198,48,21,6,46,20,58,9,0,1013,27500,6,9500,7,Yes,Medium,High,215,Increasing
2024-11-20,2024,11,20,Amritsar,Punjab,31.634,74.8726,225,Poor,138,212,52,24,6.8,42,18,62,8,0,1012,28800,7,8200,7,Yes,High,High,232,Increasing
2024-12-01,2024,12,1,Delhi,Delhi,28.6139,77.209,388,Very Poor,258,358,86,39,12.5,34,16,72,9,0,1013,42800,10,11800,9,No,High,High,398,Increasing
2024-12-15,2024,12,15,Mumbai,Maharashtra,19.076,72.8777,152,Moderate,72,115,38,17,3.8,54,28,60,14,12,1014,31200,7,22400,7,No,Low,High,155,Increasing
2025-01-05,2025,1,5,Delhi,Delhi,28.6139,77.209,365,Very Poor,238,335,80,36,10.8,38,18,70,13,0,1012,41500,9,11900,8,No,High,High,372,Increasing
2025-01-15,2025,1,15,Bengaluru,Karnataka,12.9716,77.5946,90,Satisfactory,38,70,22,10,2.2,64,24,62,12,15,1014,21800,5,10600,5,No,Low,Medium,88,Decreasing
2025-02-01,2025,2,1,Delhi,Delhi,28.6139,77.209,308,Very Poor,188,280,64,27,8.8,50,22,62,16,3,1014,41200,9,11900,8,No,High,High,315,Increasing
2025-02-15,2025,2,15,Pune,Maharashtra,18.5204,73.8567,120,Moderate,52,95,30,13,3,58,28,58,13,18,1015,26800,6,12200,6,No,Low,Medium,118,Decreasing
2025-03-01,2025,3,1,Delhi,Delhi,28.6139,77.209,242,Poor,148,225,58,25,7.6,58,32,46,18,8,1012,41200,9,11900,8,No,High,High,248,Increasing
2025-03-20,2025,3,20,Kolkata,West Bengal,22.5726,88.3639,152,Moderate,70,118,38,18,4.5,54,30,64,15,35,1011,28200,7,15300,6,No,Low,High,148,Decreasing
2025-04-01,2025,4,1,Delhi,Delhi,28.6139,77.209,208,Poor,122,192,54,23,6.9,62,38,36,19,6,1009,40800,9,11900,8,No,High,High,215,Increasing
2025-04-15,2025,4,15,Jaipur,Rajasthan,26.9124,75.7873,142,Moderate,62,110,34,15,3.6,62,37,46,21,22,1010,25000,6,8900,6,No,Low,Medium,140,Decreasing
2025-05-01,2025,5,1,Delhi,Delhi,28.6139,77.209,182,Moderate,95,158,48,21,6.2,66,43,34,22,7,1008,40500,9,11900,8,No,High,High,178,Decreasing
2025-05-20,2025,5,20,Lucknow,Uttar Pradesh,26.8467,80.9462,158,Moderate,74,122,40,19,4.8,56,36,62,14,32,1010,29500,7,9600,7,No,Medium,High,155,Decreasing
2025-06-01,2025,6,1,Delhi,Delhi,28.6139,77.209,165,Moderate,80,142,44,19,5.8,68,45,42,28,105,1006,40200,9,11900,8,No,High,High,162,Decreasing
2025-06-15,2025,6,15,Chennai,Tamil Nadu,13.0827,80.2707,105,Satisfactory,44,80,24,11,2.4,66,36,74,18,135,1009,24800,6,16500,5,No,Low,Medium,102,Decreasing
2025-07-01,2025,7,1,Delhi,Delhi,28.6139,77.209,145,Moderate,66,125,40,18,5.4,64,40,60,22,245,1005,39800,9,11900,8,No,High,High,142,Decreasing
2025-07-20,2025,7,20,Mumbai,Maharashtra,19.076,72.8777,128,Moderate,55,100,32,14,3.2,60,32,68,18,225,1008,31500,7,22500,7,No,Low,High,125,Decreasing
2025-08-01,2025,8,1,Delhi,Delhi,28.6139,77.209,152,Moderate,70,132,42,19,5.6,62,38,56,17,165,1007,40500,9,11900,8,No,High,High,148,Decreasing
2025-08-15,2025,8,15,Gurugram,Haryana,28.4595,77.0266,158,Moderate,74,135,44,20,5.8,60,36,58,15,0,1010,38000,9,10500,8,No,High,High,155,Decreasing
2025-09-01,2025,9,1,Delhi,Delhi,28.6139,77.209,175,Moderate,88,152,46,21,6,60,36,48,16,68,1009,40800,9,11900,8,No,High,High,182,Increasing
2025-09-15,2025,9,15,Faridabad,Haryana,28.4089,77.3178,178,Moderate,90,155,47,21,6.1,58,35,50,14,0,1010,37800,9,10300,8,No,High,High,185,Increasing
2025-10-01,2025,10,1,Delhi,Delhi,28.6139,77.209,235,Poor,142,218,58,24,7.4,54,33,46,14,3,1011,41500,9,11900,8,Yes,High,High,242,Increasing
2025-10-10,2025,10,10,Noida,Uttar Pradesh,28.5355,77.391,242,Poor,148,225,59,25,7.5,52,34,50,12,0,1011,39200,8,11100,8,Yes,High,High,248,Increasing
2025-10-20,2025,10,20,Chandigarh,Chandigarh,30.7333,76.7794,208,Poor,125,198,48,21,6,48,21,56,10,0,1013,27800,6,9600,7,Yes,Medium,High,215,Increasing
2025-11-01,2025,11,1,Delhi,Delhi,28.6139,77.209,332,Very Poor,212,308,72,32,9.6,44,24,62,11,0,1012,43200,10,11900,9,Yes,High,High,342,Increasing
2025-11-10,2025,11,10,Amritsar,Punjab,31.634,74.8726,218,Poor,132,205,50,23,6.5,44,19,60,9,0,1012,29000,7,8300,7,Yes,High,High,225,Increasing
2025-11-20,2025,11,20,Pune,Maharashtra,18.5204,73.8567,118,Moderate,52,95,31,13,3,58,27,62,12,15,1014,27000,6,12300,6,Yes,Low,Medium,115,Decreasing
2025-12-01,2025,12,1,Delhi,Delhi,28.6139,77.209,382,Very Poor,252,352,84,38,12.2,36,17,70,10,0,1013,43500,10,11900,9,No,High,High,392,Increasing
2025-12-15,2025,12,15,Bengaluru,Karnataka,12.9716,77.5946,92,Satisfactory,40,72,22,10,2.2,62,25,60,11,18,1014,22000,5,10700,5,No,Low,Medium,90,Decreasing
2026-01-05,2026,1,5,Delhi,Delhi,28.6139,77.209,358,Very Poor,232,328,78,35,10.5,40,19,68,14,0,1012,42000,9,12000,8,No,High,High,365,Increasing
2026-01-15,2026,1,15,Mumbai,Maharashtra,19.076,72.8777,145,Moderate,68,112,36,16,3.6,56,28,58,14,8,1014,31800,7,22600,7,No,Low,High,148,Increasing
2026-02-01,2026,2,1,Delhi,Delhi,28.6139,77.209,298,Poor,178,268,62,26,8.5,52,23,60,17,4,1014,41800,9,12000,8,No,High,High,305,Increasing
2026-02-15,2026,2,15,Kolkata,West Bengal,22.5726,88.3639,158,Moderate,74,122,40,19,4.5,52,26,66,12,25,1014,28500,7,15400,6,No,Low,High,155,Decreasing
2026-03-01,2026,3,1,Delhi,Delhi,28.6139,77.209,235,Poor,142,218,56,24,7.4,60,34,44,19,9,1012,41800,9,12000,8,No,High,High,242,Increasing
2026-03-20,2026,3,20,Jaipur,Rajasthan,26.9124,75.7873,138,Moderate,60,108,33,14,3.5,60,38,44,22,28,1010,25200,6,9000,6,No,Low,Medium,135,Decreasing
2026-04-01,2026,4,1,Delhi,Delhi,28.6139,77.209,205,Poor,118,188,52,22,6.8,64,40,36,20,5,1009,41200,9,12000,8,No,High,High,212,Increasing
2026-04-15,2026,4,15,Chennai,Tamil Nadu,13.0827,80.2707,108,Satisfactory,46,82,25,12,2.5,64,37,72,17,105,1010,25000,6,16600,5,No,Low,Medium,105,Decreasing
2026-05-01,2026,5,1,Delhi,Delhi,28.6139,77.209,178,Moderate,92,155,46,21,6,68,44,32,24,9,1008,40800,9,12000,8,No,High,High,175,Decreasing
2026-05-20,2026,5,20,Gurugram,Haryana,28.4595,77.0266,185,Moderate,95,158,48,22,6.2,62,40,36,18,0,1010,38500,9,10600,8,No,High,High,182,Decreasing
